name,description,voting,duration,view,status,genre,director,country,follower,quality,rating,studio,season,year,type
Persona: Trinity Soul,"Câu chuyện kể về thành phố Ayanagi, một thành phố gần biển Nhật Bản. Nó là một thành phố của tương lai đã được xây dựng để phục hồi từ thảm họa gây ra bởi ""hội chứng thờ ơ"" mười năm trước. Học sinh trung học Shin Kanzato cùng với em trai của cậu là Jun, theo lời anh trai Ryo , cảnh sát trưởng thành phố Ayanagi, đã đến Ayanagi . Tại thời điểm đó, một loạt các sự cố kỳ lạ xảy ra tại thành phố Ayanagi như thủy thủ đoàn của một chiếc tàu ngầm đột nhiên biến mất trong tàu ngầm của họ, hoặc một triệu chứng không có linh hồn, hay trường hợp xác chết bị lộn trong ra ngoài...",0.7,26 tập,15623,Phim đang chiếu,"['Sci-Fi', 'Super Power', 'Action']",Matsumoto Atsushi,Nhật Bản,13,HQ,PG-13 - Teens 13 tuổi trở lên,A-1 Pictures,Mùa Đông,2008,Anime bộ
Shiyan Pin Jiating,"Một cặp vợ chồng nhà khoa học nọ đã bị cáo buộc vì tiến hành thí nghiệm bất hợp pháp về biến đổi gen trên cơ thể của 5 đứa trẻ của họ. Đứa trẻ nhất - Dannis - là người duy nhất lớn lên trong gia đình đó như một người bình thường và kết cục trở thành người duy nhất có khả năng tìm ra phương thuốc biến gia đình câu trở lại như thường.Một nửa người nửa cún, một mang gen cây cối, một gen của nhện, một biết đọc suy nghĩ, gia đình này sống ra sao trước mắt nhìn của thế giới ngoài phòng thí nghiệm?",0.84,12 tập,125721,Trọn bộ,"['Seinen', 'Sci-Fi']",Đang cập nhật,Nhật Bản,187,HD,Đang cập nhật,Đang cập nhật,Mùa Xuân,2018,Anime bộ
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,Câu chuyện của Die Neue These Kaikou sẽ tập trung khai thác vào cuộc chiến tranh giành quyền lực và danh tiếng giữa thủ lĩnh của hai bên chiến tuyến là Reinhard von Musel và Yang Wen Li trong cuộc chiến giữa Đế Quốc Thiên Hà (Galactic Empire) và Liên Minh Các Tiểu Hành Tinh Tự Do (Free Planets Alliance) kéo dài qua nhiều thế hệ.,0.89,12 tập,68330,Trọn bộ,"['Sci-Fi', 'Space', 'Drama', 'Military', 'Action']",Tada Shunsuke,Nhật Bản,41,HD,R - 17+ (bạo lực và tục tĩu),Production I.G,Mùa Xuân,2018,Anime bộ
Full Metal Panic! Invisible Victory,Full Metal Panic! Invisible Victory,0.79,12 tập,63289,Trọn bộ,"['Military', 'Mecha', 'Action']",Đang cập nhật,Nhật Bản,70,HD,Đang cập nhật,Xebec,Mùa Xuân,2018,Anime bộ
Hanada Shounen-shi,"Hanada Ichiro là một cậu bé siêu quậy, ngỗ nghịch, ngang tàng tại một ngôi làng nhỏ. Sau khi bị tai nạn, cậu bé bị khâu chính mũi ở trên đầu, từ đó cậu có thể nhìn thấy ma. Những hồn ma tìm về nhờ cậu thực hiện những giấc mơ đang còn dang dở của họ.Cùng xem những câu chuyện hài hước nhưng không kém phần cảm động của cậu chuyện này.",0.7,25 tập,16669,Trọn bộ,"['Slice of Life', 'Supernatural', 'Drama', 'Comedy']",Tamura Manabu,Nhật Bản,0,HD,R - 17+ (bạo lực và tục tĩu),Madhouse,Mùa Thu,2002,Anime bộ
Kakuchou Shoujo-kei Trinary,"Câu chuyện tập trung vào 5 cô gái chiến đấu với một nhiệm vụ đặc biệt. Bối cảnh của câu chuyện là khu vực đô thị của thủ đô Nhật Bản, sau khi nó đã bị bao vây bởi một thế lực nhất định.",0.85,34 tập,25999,Phim đang chiếu,['Sci-Fi'],Đang cập nhật,Nhật Bản,16,HD,PG-13 - Teens 13 tuổi trở lên,feel.,Mùa Xuân,2017,Anime bộ
Chuukan Kanriroku Tonegawa,"Nội dung của phim sẽ kể về những ngày đau đớn của giám đốc điều hành Tập đoà Teiai là Yukio Tonegawa, người có xung đột với Hyōdō và những kẻ áo đen.",0.15,chưa rõ,11879,Phim đang chiếu,"['Seinen', 'Psychological', 'Drama', 'Comedy', 'Parody']",Đang cập nhật,Nhật Bản,2,HD,R - 17+ (bạo lực và tục tĩu),Madhouse,Mùa Hạ,2018,Anime bộ
Cupid's Chocolates 2nd Season, Phần tiếp theo của Cupid's Chocolates,0.85,15 tập,432041,Trọn bộ,"['School', 'Romance', 'Harem', 'Comedy']",Đang cập nhật,Trung Quốc,733,HD,PG-13 - Teens 13 tuổi trở lên,Đang cập nhật,Mùa Thu,2017,Anime bộ
Bikini Warriors,"Khung cảnh bộ phim khá là giống game RPG với những thế giới nơi kiếm pháp và ma thuật ngự trị, lập nhóm để cùng nhau chinh phục những chúa quỷ khó nhằn…Cơ mà cuộc hành trình này lại chỉ thấy toàn ngực là ngực, những bộ ngực khổng lồ cùng với những bộ giáp chỉ mang tính chất…cho có.",0.86,12 tập,208279,Trọn bộ,"['Fantasy', 'Ecchi', 'Comedy', 'Parody']",Kuzuya Naoyuki,Nhật Bản,184,HD,R+ - Dành cho 16 tuổi trở lên,feel.,Mùa Hạ,2015,Anime bộ
Rokuhoudou Yotsuiro Biyori,"Bốn người-Gure, Sui, Tokitaka, và Tsubaki cùng nhau làm việc tại một quán trà Nhật tên Rokuhoudou. Mỗi khi có người đến tiệm, họ đều nồng nở chào đón, và phục vụ trà, đôi khi họ còn giúp đỡ khách với những vấn đề mà họ đang có.",0.94,12 tập,49756,Trọn bộ,"['Seinen', 'Slice of Life']",Đang cập nhật,Nhật Bản,53,HD,PG-13 - Teens 13 tuổi trở lên,Zexcs,Mùa Hạ,2018,Anime bộ
Future Card Shin Buddyfight,"Phần 5 của series Buddyfight, với nhân vật chính là Mikado Yuga, con trai của nhân vật chính 4 phần đầu Mikado Gao. Mikado Yuga cùng người bạn từ nhỏ Ranma lập nên channel Ranga trên Yutuber. Vì có năng lực thiên tài với bất cứ điều gì dính dáng đến game, cậu được gọi là Thần trò chơi. Một hôm, Yuga tìm thấy một lá bài từ người bố vốn là Fighter huyền thoại của mình và bắt đầu tham gia vào Buddyfight. Cậu là người được chọn để kế thừa Punisher đời tiếp theo",1,chưa rõ,16785,Phim đang chiếu,['Game'],Đang cập nhật,Nhật Bản,7,HD,PG - Trẻ em,Đang cập nhật,Mùa Xuân,2018,Anime bộ
Ikoku Meiro no Croisée The Animation,"The story takes place in the second half of the 19th century, as Japanese culture gains popularity in the West. A young Japanese girl, Yune, accompanies a French traveler, Oscar, on his jouey back to France, and offers to help at the family's ironwork shop in Paris. Oscar's nephew and shop-owner Claude reluctantly accepts to take care of Yune, and we lea how those two, who have so little in common, get to understand each other and live together in the Paris of the 1800s.",0.91,12 tập,23416,Trọn bộ,"['Seinen', 'Slice of Life', 'Historical']",Nozaki Keiichi,Nhật Bản,14,HD,G - Mọi lứa tuổi,Satelight,Mùa Hạ,2011,Anime bộ
Mahou Shoujo Ore,"Câu chuyện này nói về một cô gái 15 tuổi là một thần tượng mới mẻ trong tình yêu với anh trai của người bạn thân nhất cũng là một thần tượng nổi tiếng. Nhưng cô lại gặp một chàng yakuza đáng sợ và biết rằng mẹ cô là một cô gái kỳ diệu, và người yakuza là linh vật của cô. Mối tình yêu của cô đã bị bắt cóc bởi những con quỷ trông giống như những người đàn ông hung dữ với những chú sóc dễ thương. Vì vậy, cô ấy hợp đồng yakuza để trở thành một cô gái ma thuật, trong câu chuyện này có nghĩa là cô ấy trở thành một anh chàng đẹp trai trong một trang phục cô gái phép thuật. Trên hết, mối quan tâm tình cảm của cô ấy cho thấy một sự thu hút đối với hình dạng nam thần kỳ diệu của cô ấy. Người bạn thân nhất của cô ấy hóa ra là yêu cô ấy và cũng trở thành một anh chàng chải chuốt phép thuật để cứu mạng cô ấy.Vì vậy, người quản lý của họ, một cô gái ma thuật geek, sau đó quyết định biến chúng thành một đơn vị thần tượng.",0.9,12 tập,33841,Trọn bộ,"['Fantasy', 'Comedy', 'Magic']",Kawasaki Itsurou,Nhật Bản,34,HD,Đang cập nhật,Pierrot Plus,Mùa Xuân,2018,Anime bộ
Shounen Onmyouji,"Abeno Masahiro là cháu nội của âm dương sư Abeno Seimei. Từ nhỏ Seimei đã dạy cho Masahiro tất cả những kỹ năng của một âm dương sư. Nhưng vào năm Masahiro lên 6, cậu bị mất ký ức và khả năng nhìn thấy linh hồn (ông nội cậu đã phong ấn con mắt âm dương của cậu). Từ đó trở đi, cậu bị mọi người chế giễu và xem thường, làm việc gì cũng không xong cho đến một ngày cậu gặp Mokkun. Với sự trợ giúp của Mokkun, cậu đã lấy lại được con mắt âm dương. Và rồi Masahiro đã lấy lại được tự tin và quyết tâm trở thành một âm dương sư vĩ đại vượt trội hơn cả Abeno Seimei…",0.84,26 tập,53785,Trọn bộ,"['Shoujo', 'Supernatural', 'Fantasy', 'Demons', 'Historical', 'Magic', 'Action']",Đang cập nhật,Nhật Bản,50,HQ,PG-13 - Teens 13 tuổi trở lên,Studio Deen,Mùa Thu,2006,Anime bộ
Inazuma Eleven,Endou Mamoru là thủ môn trường Raimon. Endou phải đi chiêu mộ thành viên và nếu không muốn câu lạc bộ xảy ra chuyện thì...,0.9,127 tập,896860,Trọn bộ,"['Shounen', 'Super Power', 'Sports']",Akiyama Katsuhito,Nhật Bản,1148,HD,G - Mọi lứa tuổi,OLM,Mùa Thu,2008,Anime bộ
Grancrest Senki,"Grancrest Senki là câu chuyệnhành động giả tượng đặt bối cảnh trong một lục địa được cai trị bởi sự hỗn loạn. Sự hỗn loạn giống như một thảm họa. Nhưng những vị chúa tể của châu lục này có sức mạnh “Crest” (Holy Seal) có thể bình tĩnh trước sự hỗn loạn và bảo vệ người dân. Tuy nhiên, trước khi nhận ra nó, các nhà lãnh đạo lại đặt quyền lợi của nhân dân sang một bên, thay vào đó là khơi mào chiến tranh để áp đặt sự thống trị lên nhau. Câu chuyện xoay quanh Shiruka, một pháp sư bị cô lập khinh miệt những vị chúa tể đã từ bỏ nhân dân. Cùng với một hiệp sĩ lang thang Theo đang tiếp tục cuộc hành trình để giải phòng cho quê hương mình khỏi chế độ cai trị độc tài. Shiruka và Theo lập nên khế ước với nhau như master và servant, sát cảnh bên nhau để giải phóng lục địa đang bị chi phối bới chiến tranh và hỗn loạn.Tập 1 đã được chiếu trước tại C3 AFA Singapore 17 vào 26 tháng 11 năm 2017. Regular broadcasting will begin in January 2018.",0.93,24 tập,576707,Trọn bộ,"['Fantasy', 'Action']",Omata Shinichi,Nhật Bản,779,HD,Đang cập nhật,A-1 Pictures,Mùa Đông,2018,Anime bộ
Đại Sư Huynh Nhà Tui Trong Não Có Hố,"Xuyên vào thế giới tu tiên, trở thành đại sư huynh Tiêu Dao Môn, Đông Phương Tiêm Vân phát hiện mình thế mà lại xuyên vào vai có thiết lập không phù hợp làm nam chính trong tiểu thuyết. Trải qua một phen thử nghiệm, hắn quyết tâm phải ôm chặt đùi của người có thiết lập phù hợp làm nam chính nhất - nhị sư đệ Ấn Phi Tinh để mà an ổn sống tốt. Đông Phương Tiêm Vân và nhân vật chính Ấn Phi Tinh, với một Tam sư muội tinh quái, một tiểu sư đệ hoạt bát đáng yêu cùng nhau sinh hoạt ở Tiêu Dao Môn quậy đến trời long đất lở...",0.83,26 tập,149811,Trọn bộ,"['Cartoon', 'Shounen Ai', 'Comedy']",Đang cập nhật,Trung Quốc,210,HD,Đang cập nhật,Đang cập nhật,Mùa Xuân,2018,Anime bộ
Pastel Life,Bộ spin-off của BanG Dream kể về Pastel*Palettes,0.7,06 tập,12338,Phim đang chiếu,"['Slice of Life', 'Music']",Đang cập nhật,Nhật Bản,1,HD,PG-13 - Teens 13 tuổi trở lên,Đang cập nhật,Mùa Xuân,2018,Anime bộ
Công chúa bánh ngọt,"Vào lần sinh nhật thứ 16, Tomokazu Mikuri đã mơ một giấc mơ kì lạ. Trong giấc mơ đó anh gặp 1 cô gái tên là Mone (Em ý chỉ biết nói có mỗi ""Mone, mone"", nên mọi ng` gọi nhỏ là Mone luôn! Trông nhỏ khá là moe ! ) đang chiến đấu với một vật thể kì quái. Và ngạc nhiên hơn là lúc tỉnh dậy, cô gái đó lại đang nằm bên cạnh anh...",0.84,12 tập,26954,Trọn bộ,"['Super Power', 'Harem', 'Ecchi', 'Comedy', 'Action']",Đang cập nhật,Nhật Bản,12,HQ,PG-13 - Teens 13 tuổi trở lên,Studio Deen,Mùa Đông,2004,Anime bộ
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,SS4 của Shokugeki no Souma,0.98,12 tập,1596823,Trọn bộ,"['Shounen', 'School', 'Ecchi']",Yonetani Yoshitomo,Nhật Bản,1988,HD,PG-13 - Teens 13 tuổi trở lên,J.C.Staff,Mùa Hạ,2018,Anime bộ
Caligula - Bạo Chúa Caligula,"Tại trường trung học Kishimai, các học sinh được hưởng một môi trường giáo dục hoàn hảo đồng thời hàng ngày được thưởng thức các buổi trình diễn của ca sĩ ảo μ. Tuy nhiên, “giấy không gói được lửa”, rốt cuộc một nhóm học sinh đã phát hiện thế giới mà họ đang sống chỉ là một không gian ảo mang tên Mobius, được tạo nên và khống chế bởi chính μ. Tự gọi mình là Go-Home Club,nhóm học sinh này quyết tâm thoát khỏi nơi này để tìm về thế giới thực, dù điều đó không hề dễ dàng.Không chỉ phải đối đấu với những người bạn học đã bị tẩy não, những tay nhạc sĩ hắc ám hay nhất là μ với trí tuệ và sức mạnh gần như không giới hạn, Go-Home Club còn phải đối diện với kẻ thù lớn nhất là bản thân họ với những vấn đề tâm lý rắc rối nảy sinh khi lằn ranh thực – ảo bị xóa nhòa đến không thể nhận ra.",0.83,12 tập,66011,Trọn bộ,"['Sci-Fi', 'Action']",Wada Junichi,Nhật Bản,88,HD,Đang cập nhật,Satelight,Mùa Hạ,2018,Anime bộ
Chưa Bao Giờ Là Quá Muộn,"Hana Ichinose là một nữ sinh 16 tuổi bình thường. Nhưng có điều khác thường là: Cô đi học muộn một năm! Bạn học của cô đều biết thế, và Hana luôn cố gắng hết mình để theo kịp những người khác.",0.93,12 tập,69880,Trọn bộ,"['School', 'Slice of Life', 'Comedy']",Hashimoto Hiroyuki,Nhật Bản,93,HD,PG-13 - Teens 13 tuổi trở lên,A-1 Pictures,Mùa Đông,2018,Anime bộ
Nil Admirari no Tenbin: Teito Genwaku Kitan,"Khi thời Taishou, sau 15 năm chưa đi đến hồi kết, tiếp tục trải qua 25 năm. Để bảo vệ gia tộc đang trên đà suy yếu, cô thiếu nữ nọ quyết định kết hôn với một người đàn ông mình thậm chí chưa từng nghe qua tên. Nhưng ngay lúc hôn lễ chuẩn bị được tiến hành, vì một nguyên do bí ẩn, em trai cô, tay ôm một quyển sách cũ, đã tự thiêu mình trong lửa. Khi tâm trạng còn đang vô cùng hỗn loạn, xuất hiện trước mắt cô là những thành viên thuộc Cục Quản lý Tài sản Văn thư Đế quốc, còn gọi là Fukurou. Theo như những gì họ cho biết, trên thế gian này tồn tại một thứ sách được gọi là Hi Vật, có khả năng chi phối mạnh mẽ tâm tư những ai đọc nó. Thêm vào đó, kể từ sau sự việc xảy ra với em trai mình, cô thiếu nữ bỗng xuất hiện khả năng nhìn thấy Aura. Như thể vận mệnh... đang muốn lôi cô vào trong biển lửa ấy. Và, mặc dù còn bỡ ngỡ, cô thiếu nữ chọn cách bước ra khỏi chiếc lồng chim đang giam cầm mình. Ghen tuông, thù hận. miệt thị, lòng thương hại... và cả tình yêu. Thứ đang chờ đợi cô ở phía trước, là bóng tối bí ẩn chất chứa bao phản trắc đang bao trùm Đế đô. Liệu cô thiếu nữ bị dòng đời cuốn vào và thả mình trôi theo ấy, sẽ tìm đến được sự thật, hay là...",0.91,12 tập,64361,Trọn bộ,"['Romance', 'Fantasy', 'Historical']",Đang cập nhật,Nhật Bản,68,HD,Đang cập nhật,Zero-G,Mùa Xuân,2018,Anime bộ
